Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
590,"590.14877","Salmonella enterica SRR3295807","ceftiofur",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12229","Salmonella enterica SRR3056916","gentamicin",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15899","Salmonella enterica SRR3295884","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13616","Salmonella enterica SRR3295713","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15157","Salmonella enterica SRR3295831","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12469","Salmonella enterica SRR2981109","sulfisoxazole",,"64",,"64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13799","Salmonella enterica SRR3295724","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16429","Salmonella enterica SRR3295925","tetracycline",,"=32","=","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.17168","Salmonella enterica SRR3295671","streptomycin",,">64",">","64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14959","Salmonella enterica SRR3295815","azithromycin",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12384","Salmonella enterica SRR2421548","cefoxitin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15397","Salmonella enterica SRR3295849","cefoxitin",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12312","Salmonella enterica SRR2973732","ceftriaxone",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12558","Salmonella enterica SRR3098277","tetracycline",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12566","Salmonella enterica SRR3085522","ceftriaxone",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16091","Salmonella enterica SRR3295901","chloramphenicol",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16073","Salmonella enterica SRR3295900","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12502","Salmonella enterica SRR2829112","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14776","Salmonella enterica SRR3295799","ceftriaxone",,"=16","=","16","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15435","Salmonella enterica SRR3295851","chloramphenicol",,"=16","=","16","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12455","Salmonella enterica SRR3056899","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12331","Salmonella enterica SRR3033302","cefoxitin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12312","Salmonella enterica SRR2973732","ceftiofur",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12581","Salmonella enterica SRR3001175","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12330","Salmonella enterica SRR2973739","sulfisoxazole",,">256",">","256","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14417","Salmonella enterica SRR3295776","cefoxitin",,"16",,"16","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12521","Salmonella enterica SRR2920118","sulfisoxazole",,"32",,"32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15833","Salmonella enterica SRR3295879","nalidixic acid",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.14946","Salmonella enterica SRR3295814","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12051","Salmonella enterica SRR3295686","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12598","Salmonella enterica SRR3180051","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14654","Salmonella enterica SRR3295791","ceftiofur",,">8",">","8","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15231","Salmonella enterica SRR3295837","sulfisoxazole",,">256",">","256","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16888","Salmonella enterica SRR3295956","sulfisoxazole",,"32",,"32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12633","Salmonella enterica SRR3184123","sulfisoxazole",,"64",,"64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12433","Salmonella enterica SRR3031869","ampicillin",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14623","Salmonella enterica SRR3295789","nalidixic acid",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13741","Salmonella enterica SRR3295720","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.17771","Salmonella enterica SRR3295749","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12080","Salmonella enterica SRR3295712","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12479","Salmonella enterica SRR3085619","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14373","Salmonella enterica SRR3295772","cefoxitin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16889","Salmonella enterica SRR3295648","ceftiofur",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12447","Salmonella enterica SRR3031826","cefoxitin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12275","Salmonella enterica SRR3000047","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16771","Salmonella enterica SRR3295949","tetracycline",,">32",">","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12228","Salmonella enterica SRR3056905","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12506","Salmonella enterica SRR2829314","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14712","Salmonella enterica SRR3295795","ceftiofur",,"=0.5","=","0.5","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12404","Salmonella enterica SRR2989191","streptomycin",,"8",,"8","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12306","Salmonella enterica SRR2973700","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16837","Salmonella enterica SRR3295644","azithromycin",,"=8","=","8","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12361","Salmonella enterica SRR2989559","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13829","Salmonella enterica SRR3295726","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14576","Salmonella enterica SRR3295786","azithromycin",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.17038","Salmonella enterica SRR3295658","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12615","Salmonella enterica SRR3156387","sulfisoxazole",,"32",,"32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12063","Salmonella enterica SRR3295698","cefoxitin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12475","Salmonella enterica SRR3085618","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12392","Salmonella enterica SRR2989192","tetracycline",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16929","Salmonella enterica SRR3295960","cefoxitin",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12058","Salmonella enterica SRR3295693","azithromycin",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12450","Salmonella enterica SRR3031871","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15735","Salmonella enterica SRR3295872","tetracycline",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12269","Salmonella enterica SRR3098373","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12519","Salmonella enterica SRR3098269","gentamicin",,"8",,"8","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12058","Salmonella enterica SRR3295693","sulfisoxazole",,"32",,"32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12451","Salmonella enterica SRR3031827","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16771","Salmonella enterica SRR3295949","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12268","Salmonella enterica SRR3062684","cefoxitin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12307","Salmonella enterica SRR2973703","sulfisoxazole",,"32",,"32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13649","Salmonella enterica SRR3295715","azithromycin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12605","Salmonella enterica SRR3180052","cefoxitin",,"8",,"8","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14159","Salmonella enterica SRR3295756","azithromycin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16731","Salmonella enterica SRR3295947","ampicillin",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15539","Salmonella enterica SRR3295858","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12476","Salmonella enterica SRR3085612","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12447","Salmonella enterica SRR3031826","sulfisoxazole",,"64",,"64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12505","Salmonella enterica SRR2829109","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.17771","Salmonella enterica SRR3295749","azithromycin",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.17099","Salmonella enterica SRR3295665","ceftiofur",,"=1","=","1","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.14977","Salmonella enterica SRR3295816","trimethoprim/sulfamethoxazole",,"0.25",,"0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12315","Salmonella enterica SRR2973728","nalidixic acid",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12443","Salmonella enterica SRR3038513","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16144","Salmonella enterica SRR3295905","tetracycline",,">32",">","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15157","Salmonella enterica SRR3295831","sulfisoxazole",,"64",,"64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12474","Salmonella enterica SRR3085617","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12542","Salmonella enterica SRR2962887","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16163","Salmonella enterica SRR3295907","ciprofloxacin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12286","Salmonella enterica SRR3148244","ceftriaxone",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12482","Salmonella enterica SRR3000038","gentamicin",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12070","Salmonella enterica SRR3295705","streptomycin",,">64",">","64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12335","Salmonella enterica SRR2973738","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16851","Salmonella enterica SRR3295953","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14116","Salmonella enterica SRR3295750","gentamicin",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.17099","Salmonella enterica SRR3295665","ceftriaxone",,"<=0.25","<=","0.25","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12462","Salmonella enterica SRR2981112","sulfisoxazole",,"<=16","<=","16","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12055","Salmonella enterica SRR3295690","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12524","Salmonella enterica SRR2920119","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12213","Salmonella enterica SRR2188124","streptomycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15214","Salmonella enterica SRR3295835","ampicillin",,">32",">","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.14124","Salmonella enterica SRR3295753","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15106","Salmonella enterica SRR3295827","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.14835","Salmonella enterica SRR3295804","cefoxitin",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.14354","Salmonella enterica SRR3295771","nalidixic acid",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.16987","Salmonella enterica SRR3295654","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12059","Salmonella enterica SRR3295694","chloramphenicol",,">32",">","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12493","Salmonella enterica SRR2829106","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12327","Salmonella enterica SRR2973736","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12417","Salmonella enterica SRR3000028","cefoxitin",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14755","Salmonella enterica SRR3295798","trimethoprim/sulfamethoxazole",,"<=0.125","<=","0.125","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15569","Salmonella enterica SRR3295860","nalidixic acid",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13793","Salmonella enterica SRR3295723","nalidixic acid",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16757","Salmonella enterica SRR3295948","tetracycline",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12237","Salmonella enterica SRR3062666","gentamicin",,"0.5",,"0.5","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12519","Salmonella enterica SRR3098269","cefoxitin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.17168","Salmonella enterica SRR3295671","tetracycline",,"<=4","<=","4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16583","Salmonella enterica SRR3295936","streptomycin",,">64",">","64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12555","Salmonella enterica SRR3098271","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12187","Salmonella enterica SRR2239753","chloramphenicol",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12374","Salmonella enterica SRR2648750","azithromycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15036","Salmonella enterica SRR3295822","ampicillin",,">32",">","32","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12239","Salmonella enterica SRR3000041","nalidixic acid",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.15331","Salmonella enterica SRR3295844","chloramphenicol",,"16",,"16","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12195","Salmonella enterica SRR2239757","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12479","Salmonella enterica SRR3085619","gentamicin",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12049","Salmonella enterica SRR3295684","sulfisoxazole",,">256",">","256","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16341","Salmonella enterica SRR3295920","sulfisoxazole",,">256",">","256","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12445","Salmonella enterica SRR3038512","azithromycin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12429","Salmonella enterica SRR3062667","ceftriaxone",,"<=0.25","<=","0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16837","Salmonella enterica SRR3295644","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.17058","Salmonella enterica SRR3295661","sulfisoxazole",,"=64","=","64","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12378","Salmonella enterica SRR2649002","ceftiofur",,"1",,"1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12416","Salmonella enterica SRR2989210","tetracycline",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12458","Salmonella enterica SRR2981111","streptomycin",,"4",,"4","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12495","Salmonella enterica SRR2829111","trimethoprim/sulfamethoxazole",,"0.25",,"0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16996","Salmonella enterica SRR3295655","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15050","Salmonella enterica SRR3295823","sulfisoxazole",,"=128","=","128","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.16688","Salmonella enterica SRR3295634","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.17107","Salmonella enterica SRR3295666","cefoxitin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12435","Salmonella enterica SRR3031868","chloramphenicol",,"8",,"8","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12412","Salmonella enterica SRR2989205","ciprofloxacin",,"0.25",,"0.25","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16130","Salmonella enterica SRR3295904","nalidixic acid",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12514","Salmonella enterica SRR3098296","sulfisoxazole",,"64",,"64","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16646","Salmonella enterica SRR3295941","ampicillin",,">32",">","32","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.14722","Salmonella enterica SRR3295796","sulfisoxazole",,">256",">","256","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12304","Salmonella enterica SRR2973709","cefoxitin",,"2",,"2","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16106","Salmonella enterica SRR3295902","azithromycin",,"=4","=","4","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.15589","Salmonella enterica SRR3295861","cefoxitin",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
590,"590.12577","Salmonella enterica SRR3001173","amoxicillin/clavulanic acid",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
